   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1482(typeof_arg)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1710(_patch_locals)
        2    0.000    0.000    0.000    0.000 ssa.py:184(_make_states)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
       24    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
       24    0.000    0.000    0.000    0.000 values.py:1131(function)
       21    0.000    0.000    0.000    0.000 controlflow.py:546(<listcomp>)
       16    0.000    0.000    0.000    0.000 base.py:1209(__init__)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:52(require_global_compiler_lock)
        3    0.000    0.000    0.000    0.000 cpu.py:99(target_data)
        1    0.000    0.000    0.000    0.000 type_annotations.py:56(__init__)
       29    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       26    0.000    0.000    0.000    0.000 instructions.py:302(lhs)
        8    0.000    0.000    0.000    0.000 containers.py:279(__iter__)
       14    0.000    0.000    0.000    0.000 lowering.py:718(<genexpr>)
        1    0.000    0.000    0.000    0.000 controlflow.py:408(_find_exit_points)
        1    0.000    0.000    0.000    0.000 dispatcher.py:46(__init__)
        3    0.000    0.000    0.000    0.000 arrayobj.py:155(normalize_index)
        3    0.000    0.000    0.000    0.000 inline_closurecall.py:156(_inline_reduction)
       21    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:1039(__iter__)
        1    0.000    0.000    0.000    0.000 weakref.py:106(remove)
        1    0.000    0.000    0.000    0.000 ir.py:1419(_reset_analysis_variables)
       12    0.000    0.000    0.000    0.000 itanium_mangler.py:75(<genexpr>)
        1    0.000    0.000    0.000    0.000 compiler.py:276(sanitize_compile_result_entries)
        1    0.000    0.000    0.000    0.000 codegen.py:529(__init__)
        1    0.000    0.000    0.000    0.000 parfor.py:697(__init__)
        8    0.000    0.000    0.000    0.000 ffi.py:243(__bool__)
        1    0.000    0.000    0.000    0.000 types.py:177(<listcomp>)
       26    0.000    0.000    0.000    0.000 instructions.py:306(rhs)
        6    0.000    0.000    0.000    0.000 containers.py:308(<genexpr>)
       25    0.000    0.000    0.000    0.000 compiler_machinery.py:76(run_initialization)
        1    0.000    0.000    0.000    0.000 typed_passes.py:120(legalize_return_type)
        1    0.000    0.000    0.000    0.000 array_exprs.py:26(__init__)
        6    0.000    0.000    0.000    0.000 arraydecl.py:109(keeps_contiguity)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:840(items)
       27    0.000    0.000    0.000    0.000 contextlib.py:530(__enter__)
        1    0.000    0.000    0.000    0.000 inspect.py:290(_has_code_flag)
        1    0.000    0.000    0.000    0.000 ir.py:533(phi)
       20    0.000    0.000    0.000    0.000 numpy_support.py:385(<genexpr>)
        4    0.000    0.000    0.000    0.000 controlflow.py:79(<listcomp>)
        1    0.000    0.000    0.000    0.000 sigutils.py:22(normalize_signature)
        7    0.000    0.000    0.000    0.000 typeinfer.py:1500(sentry_modified_builtin)
        4    0.000    0.000    0.000    0.000 untyped_passes.py:181(get_analysis_usage)
        7    0.000    0.000    0.000    0.000 dis.py:453(findlinestarts)
        3    0.000    0.000    0.000    0.000 linecache.py:36(getlines)
        8    0.000    0.000    0.000    0.000 containers.py:319(<genexpr>)
        7    0.000    0.000    0.000    0.000 ir.py:953(__init__)
        1    0.000    0.000    0.000    0.000 lowering.py:91(_compute_def_location)
       26    0.000    0.000    0.000    0.000 tracing.py:205(noevent)
       12    0.000    0.000    0.000    0.000 typeinfer.py:191(__init__)
        8    0.000    0.000    0.000    0.000 compiler_machinery.py:149(add_required)
        2    0.000    0.000    0.000    0.000 __init__.py:565(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:513(string_at)
       30    0.000    0.000    0.000    0.000 value.py:123(is_function)
        3    0.000    0.000    0.000    0.000 builder.py:190(__init__)
       12    0.000    0.000    0.000    0.000 misc.py:97(key)
        1    0.000    0.000    0.000    0.000 dispatcher.py:758(_callback_add_llvm_timer)
        1    0.000    0.000    0.000    0.000 interpreter.py:2575(op_JUMP_FORWARD)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1413(typeof_setitem)
       24    0.000    0.000    0.000    0.000 {method 'with_traceback' of 'BaseException' objects}
        7    0.000    0.000    0.000    0.000 ntpath.py:751(<listcomp>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:425(__init__)
        4    0.000    0.000    0.000    0.000 containers.py:217(__iter__)
       24    0.000    0.000    0.000    0.000 ir.py:809(get_targets)
        6    0.000    0.000    0.000    0.000 ir.py:818(__init__)
        2    0.000    0.000    0.000    0.000 ir.py:1272(verify)
        1    0.000    0.000    0.000    0.000 context.py:469(_insert_global)
        1    0.000    0.000    0.000    0.000 targetconfig.py:78(enter)
        4    0.000    0.000    0.000    0.000 controlflow.py:452(intersect)
        2    0.000    0.000    0.000    0.000 interpreter.py:1593(get_global_value)
       42    0.000    0.000    0.000    0.000 compiler_machinery.py:98(get_analysis_usage)
       28    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       49    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
       21    0.000    0.000    0.000    0.000 inspect.py:3006(parameters)
        1    0.000    0.000    0.000    0.000 ir.py:428(build_tuple)
        1    0.000    0.000    0.000    0.000 functions.py:515(__hash__)
        9    0.000    0.000    0.000    0.000 packer.py:140(_flatten)
        2    0.000    0.000    0.000    0.000 dispatcher.py:742(_callback_add_timer)
        1    0.000    0.000    0.000    0.000 base64.py:51(b64encode)
       22    0.000    0.000    0.000    0.000 models.py:239(as_argument)
        1    0.000    0.000    0.000    0.000 pythonapi.py:200(get_env_manager)
        1    0.000    0.000    0.000    0.000 lowering.py:110(pre_lower)
       13    0.000    0.000    0.000    0.000 controlflow.py:248(entry_point)
       10    0.000    0.000    0.000    0.000 byteflow.py:148(<lambda>)
       10    0.000    0.000    0.000    0.000 byteflow.py:1290(find_initial_try_block)
        2    0.000    0.000    0.000    0.000 base.py:1140(push_code_library)
        1    0.000    0.000    0.000    0.000 compiler_lock.py:25(is_locked)
       12    0.000    0.000    0.000    0.000 npydecl.py:118(<genexpr>)
        3    0.000    0.000    0.000    0.000 inline_closurecall.py:254(_inline_closure)
        1    0.000    0.000    0.000    0.000 pickle.py:322(_getattribute)
        1    0.000    0.000    0.000    0.000 ir.py:55(from_function_id)
        1    0.000    0.000    0.000    0.000 ir.py:523(cast)
       12    0.000    0.000    0.000    0.000 bytecode.py:75(is_jump)
        2    0.000    0.000    0.000    0.000 typeinfer.py:550(_is_array_not_precise)
       12    0.000    0.000    0.000    0.000 npydecl.py:62(<genexpr>)
       12    0.000    0.000    0.000    0.000 ufunc_db.py:18(_lazy_init_db)
       10    0.000    0.000    0.000    0.000 instructions.py:206(return_value)
        1    0.000    0.000    0.000    0.000 utils.py:162(shutting_down)
       14    0.000    0.000    0.000    0.000 interpreter.py:1630(code_cellvars)
       20    0.000    0.000    0.000    0.000 byteflow.py:1255(outgoing_edges)
       12    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:850(getmodule)
        3    0.000    0.000    0.000    0.000 utils.py:368(__iter__)
        2    0.000    0.000    0.000    0.000 containers.py:282(is_types_iterable)
        1    0.000    0.000    0.000    0.000 errors.py:488(flush)
        1    0.000    0.000    0.000    0.000 targetconfig.py:237(copy)
        4    0.000    0.000    0.000    0.000 models.py:45(get_data_type)
        9    0.000    0.000    0.000    0.000 postproc.py:67(__init__)
       12    0.000    0.000    0.000    0.000 npydecl.py:115(<listcomp>)
        4    0.000    0.000    0.000    0.000 compiler_machinery.py:177(__init__)
        2    0.000    0.000    0.000    0.000 ssa.py:140(_get_scope)
       27    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       19    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       21    0.000    0.000    0.000    0.000 ffi.py:223(__enter__)
        2    0.000    0.000    0.000    0.000 types.py:547(__init__)
       16    0.000    0.000    0.000    0.000 values.py:526(_get_reference)
        1    0.000    0.000    0.000    0.000 context.py:639(unify_types)
        2    0.000    0.000    0.000    0.000 targetconfig.py:160(__init__)
        3    0.000    0.000    0.000    0.000 byteflow.py:251(_guard_with_as)
       10    0.000    0.000    0.000    0.000 byteflow.py:1477(infos)
        1    0.000    0.000    0.000    0.000 callconv.py:646(create_error_model)
        1    0.000    0.000    0.000    0.000 typed_passes.py:345(run_pass)
        2    0.000    0.000    0.000    0.000 ssa.py:424(_find_def_from_bottom)
       10    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 types.py:509(<listcomp>)
        7    0.000    0.000    0.000    0.000 module.py:204(get_identified_types)
        3    0.000    0.000    0.000    0.000 ir.py:975(__init__)
        1    0.000    0.000    0.000    0.000 byteflow.py:901(<listcomp>)
       12    0.000    0.000    0.000    0.000 npydecl.py:66(<genexpr>)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:1339(__init__)
        1    0.000    0.000    0.000    0.000 passmanagers.py:26(__sub__)
       20    0.000    0.000    0.000    0.000 containers.py:327(key)
        1    0.000    0.000    0.000    0.000 consts.py:18(__init__)
        3    0.000    0.000    0.000    0.000 ir.py:835(__init__)
       19    0.000    0.000    0.000    0.000 models.py:119(inner_models)
       10    0.000    0.000    0.000    0.000 controlflow.py:282(<listcomp>)
        9    0.000    0.000    0.000    0.000 postproc.py:34(__init__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:923(cb_compiler)
        3    0.000    0.000    0.000    0.000 byteflow.py:1238(__eq__)
        1    0.000    0.000    0.000    0.000 base.py:137(append)
        5    0.000    0.000    0.000    0.000 base.py:194(enable_boundscheck)
        1    0.000    0.000    0.000    0.000 callwrapper.py:212(_simplified_return_type)
        5    0.000    0.000    0.000    0.000 codegen.py:560(_raise_if_finalized)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:56(__init__)
        1    0.000    0.000    0.000    0.000 ssa.py:436(_stmt_index)
        8    0.000    0.000    0.000    0.000 arrayprint.py:898(_none_or_positive_arg)
        9    0.000    0.000    0.000    0.000 utils.py:238(top)
        5    0.000    0.000    0.000    0.000 containers.py:223(types)
       16    0.000    0.000    0.000    0.000 models.py:349(get_nrt_meminfo)
        4    0.000    0.000    0.000    0.000 interpreter.py:1603(get_closure_value)
       13    0.000    0.000    0.000    0.000 byteflow.py:1407(terminate)
        6    0.000    0.000    0.000    0.000 compiler_machinery.py:386(walk)
       18    0.000    0.000    0.000    0.000 types.py:340(__str__)
       12    0.000    0.000    0.000    0.000 abstract.py:435(literal_value)
       14    0.000    0.000    0.000    0.000 common.py:76(as_array)
       12    0.000    0.000    0.000    0.000 numpy_support.py:378(<listcomp>)
       18    0.000    0.000    0.000    0.000 models.py:346(has_nrt_meminfo)
        2    0.000    0.000    0.000    0.000 registry.py:49(typing_context)
        1    0.000    0.000    0.000    0.000 dispatcher.py:57(__len__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:721(__repr__)
        2    0.000    0.000    0.000    0.000 bytecode.py:30(get_code_object)
        8    0.000    0.000    0.000    0.000 byteflow.py:1402(get_varname)
       15    0.000    0.000    0.000    0.000 typeinfer.py:694(get_call_signature)
        8    0.000    0.000    0.000    0.000 typed_passes.py:35(fallback_context)
       12    0.000    0.000    0.000    0.000 compiler_machinery.py:229(parse)
        1    0.000    0.000    0.000    0.000 ssa.py:107(<dictcomp>)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.bin}
        1    0.000    0.000    0.000    0.000 {method 'compress' of 'zlib.Compress' objects}
        8    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2672(_amax_dispatcher)
        4    0.000    0.000    0.000    0.000 _internal.py:304(data)
        3    0.000    0.000    0.000    0.000 types.py:529(_wrap_packed)
        2    0.000    0.000    0.000    0.000 ir.py:806(__str__)
        1    0.000    0.000    0.000    0.000 pythonapi.py:108(__init__)
        1    0.000    0.000    0.000    0.000 funcdesc.py:137(_get_function_info)
        2    0.000    0.000    0.000    0.000 byteflow.py:812(<listcomp>)
       12    0.000    0.000    0.000    0.000 byteflow.py:1540(blocks)
        1    0.000    0.000    0.000    0.000 codegen.py:1040(resolve)
        2    0.000    0.000    0.000    0.000 typeinfer.py:483(get_call_signature)
       12    0.000    0.000    0.000    0.000 npydecl.py:71(<genexpr>)
       12    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numba._dynfunc.make_function}
        7    0.000    0.000    0.000    0.000 module.py:209(<listcomp>)
        2    0.000    0.000    0.000    0.000 ir.py:945(__repr__)
        2    0.000    0.000    0.000    0.000 npytypes.py:442(mangling_args)
        1    0.000    0.000    0.000    0.000 typeconv.py:66(get_pointer)
       10    0.000    0.000    0.000    0.000 lowering.py:130(pre_block)
        1    0.000    0.000    0.000    0.000 lowering.py:1302(<listcomp>)
       11    0.000    0.000    0.000    0.000 controlflow.py:699(<genexpr>)
       11    0.000    0.000    0.000    0.000 interpreter.py:1622(code_locals)
        9    0.000    0.000    0.000    0.000 byteflow.py:60(__init__)
        1    0.000    0.000    0.000    0.000 codegen.py:719(add_linking_library)
        1    0.000    0.000    0.000    0.000 nrt.py:66(library)
        2    0.000    0.000    0.000    0.000 typed_passes.py:183(get_analysis_usage)
        2    0.000    0.000    0.000    0.000 untyped_passes.py:1609(get_analysis_usage)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:836(keys)
        1    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
       13    0.000    0.000    0.000    0.000 types.py:155(_to_string)
        1    0.000    0.000    0.000    0.000 utils.py:233(pop)
        8    0.000    0.000    0.000    0.000 ir.py:1626(__repr__)
        3    0.000    0.000    0.000    0.000 models.py:53(get_return_type)
        1    0.000    0.000    0.000    0.000 controlflow.py:498(<dictcomp>)
        1    0.000    0.000    0.000    0.000 bytecode.py:174(__init__)
        8    0.000    0.000    0.000    0.000 untyped_passes.py:26(fallback_context)
        1    0.000    0.000    0.000    0.000 ssa.py:119(_compute_phi_locations)
        1    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:865(__len__)
        8    0.000    0.000    0.000    0.000 models.py:717(inner_models)
        7    0.000    0.000    0.000    0.000 bytecode.py:209(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:400(remove_user_function)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:98(run_pass)
        1    0.000    0.000    0.000    0.000 ir.py:606(__init__)
        1    0.000    0.000    0.000    0.000 imputils.py:187(user_function)
        1    0.000    0.000    0.000    0.000 controlflow.py:373(_remove_node_edges)
        1    0.000    0.000    0.000    0.000 dispatcher.py:754(_callback_add_compiler_timer)
        2    0.000    0.000    0.000    0.000 byteflow.py:1330(get_tos)
        1    0.000    0.000    0.000    0.000 sigutils.py:43(check_type)
        2    0.000    0.000    0.000    0.000 array_exprs.py:66(_match_array_expr)
       12    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 _collections_abc.py:862(__init__)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2797(_amin_dispatcher)
        1    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
        8    0.000    0.000    0.000    0.000 types.py:448(__len__)
        1    0.000    0.000    0.000    0.000 ir.py:937(__init__)
        8    0.000    0.000    0.000    0.000 targetconfig.py:34(type)
       11    0.000    0.000    0.000    0.000 models.py:248(from_argument)
        8    0.000    0.000    0.000    0.000 imputils.py:443(impl_ret_untracked)
        1    0.000    0.000    0.000    0.000 funcdesc.py:16(qualifying_prefix)
        1    0.000    0.000    0.000    0.000 transforms.py:737(_eliminate_nested_withs)
       10    0.000    0.000    0.000    0.000 registry.py:10(__init__)
        4    0.000    0.000    0.000    0.000 callconv.py:556(_get_return_argument)
        2    0.000    0.000    0.000    0.000 typeinfer.py:708(__init__)
       10    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        9    0.000    0.000    0.000    0.000 module.py:229(__iter__)
        7    0.000    0.000    0.000    0.000 context.py:21(_dispose)
        1    0.000    0.000    0.000    0.000 functions.py:496(_store_object)
        1    0.000    0.000    0.000    0.000 context.py:108(__init__)
        8    0.000    0.000    0.000    0.000 context.py:148(init)
        1    0.000    0.000    0.000    0.000 context.py:474(on_disposal)
        1    0.000    0.000    0.000    0.000 targetconfig.py:248(<listcomp>)
        2    0.000    0.000    0.000    0.000 imputils.py:260(__init__)
        1    0.000    0.000    0.000    0.000 controlflow.py:464(<dictcomp>)
        1    0.000    0.000    0.000    0.000 byteflow.py:268(__init__)
        5    0.000    0.000    0.000    0.000 callconv.py:559(_get_excinfo_argument)
        5    0.000    0.000    0.000    0.000 cpu.py:108(codegen)
        2    0.000    0.000    0.000    0.000 callwrapper.py:224(debug_print)
        1    0.000    0.000    0.000    0.000 codegen.py:684(_get_module_for_linking)
        3    0.000    0.000    0.000    0.000 codegen.py:1143(target_data)
       11    0.000    0.000    0.000    0.000 ssa.py:284(on_other)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:126(<listcomp>)
        6    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {method '_insert' of '_dispatcher.Dispatcher' objects}
        3    0.000    0.000    0.000    0.000 contextlib.py:442(_create_exit_wrapper)
        8    0.000    0.000    0.000    0.000 types.py:326(__str__)
        1    0.000    0.000    0.000    0.000 utils.py:228(push)
        1    0.000    0.000    0.000    0.000 errors.py:462(__init__)
        2    0.000    0.000    0.000    0.000 funcdesc.py:62(<genexpr>)
        2    0.000    0.000    0.000    0.000 controlflow.py:702(<lambda>)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:132(_whichmodule)
        1    0.000    0.000    0.000    0.000 dispatcher.py:295(_make_finalizer)
        7    0.000    0.000    0.000    0.000 interpreter.py:1618(code_consts)
       10    0.000    0.000    0.000    0.000 byteflow.py:1248(instructions)
       10    0.000    0.000    0.000    0.000 byteflow.py:1265(outgoing_phis)
        1    0.000    0.000    0.000    0.000 callconv.py:105(init_call_helper)
        1    0.000    0.000    0.000    0.000 callwrapper.py:11(__init__)
        1    0.000    0.000    0.000    0.000 callwrapper.py:92(__init__)
       11    0.000    0.000    0.000    0.000 ssa.py:224(on_other)
        3    0.000    0.000    0.000    0.000 inline_closurecall.py:785(debug_print)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:321(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        8    0.000    0.000    0.000    0.000 values.py:342(bitcast)
        2    0.000    0.000    0.000    0.000 containers.py:275(__len__)
        4    0.000    0.000    0.000    0.000 common.py:21(iterator_type)
        4    0.000    0.000    0.000    0.000 common.py:32(yield_type)
        1    0.000    0.000    0.000    0.000 ir.py:800(__init__)
        2    0.000    0.000    0.000    0.000 ir.py:1251(clear)
        1    0.000    0.000    0.000    0.000 lowering.py:124(post_lower)
        1    0.000    0.000    0.000    0.000 dispatcher.py:281(_compilation_chain_init_hook)
        4    0.000    0.000    0.000    0.000 interpreter.py:1634(code_freevars)
       10    0.000    0.000    0.000    0.000 byteflow.py:1274(blockstack_initial)
        2    0.000    0.000    0.000    0.000 callconv.py:550(get_arguments)
        1    0.000    0.000    0.000    0.000 callconv.py:606(__init__)
        3    0.000    0.000    0.000    0.000 base.py:293(get_env_name)
        4    0.000    0.000    0.000    0.000 base.py:806(get_dummy_type)
        2    0.000    0.000    0.000    0.000 event.py:276(done)
        1    0.000    0.000    0.000    0.000 codegen.py:880(_object_compiled_hook)
        2    0.000    0.000    0.000    0.000 typeinfer.py:1005(_mangle_arg_name)
        1    0.000    0.000    0.000    0.000 llvm_pass_timings.py:281(__init__)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:75(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 weakref.py:134(__getitem__)
        1    0.000    0.000    0.000    0.000 config.py:125(validate)
        4    0.000    0.000    0.000    0.000 containers.py:220(__len__)
        1    0.000    0.000    0.000    0.000 pythonapi.py:100(__init__)
        3    0.000    0.000    0.000    0.000 funcdesc.py:108(llvm_func_name)
        2    0.000    0.000    0.000    0.000 analysis.py:375(Unknown)
        1    0.000    0.000    0.000    0.000 transforms.py:754(consolidate_multi_exit_withs)
        1    0.000    0.000    0.000    0.000 dispatcher.py:341(<listcomp>)
        4    0.000    0.000    0.000    0.000 interpreter.py:1626(code_names)
        1    0.000    0.000    0.000    0.000 codegen.py:893(_object_getbuffer_hook)
        1    0.000    0.000    0.000    0.000 typeinfer.py:212(__init__)
        2    0.000    0.000    0.000    0.000 typeinfer.py:438(__init__)
        2    0.000    0.000    0.000    0.000 types.py:489(packed)
        4    0.000    0.000    0.000    0.000 containers.py:291(<lambda>)
        2    0.000    0.000    0.000    0.000 registry.py:38(target_context)
        1    0.000    0.000    0.000    0.000 dispatcher.py:227(__exit__)
        1    0.000    0.000    0.000    0.000 bytecode.py:18(get_function_object)
        1    0.000    0.000    0.000    0.000 callconv.py:530(type_may_always_need_nrt)
        1    0.000    0.000    0.000    0.000 base.py:332(nonconst_module_attrs)
        2    0.000    0.000    0.000    0.000 codegen.py:553(name)
        2    0.000    0.000    0.000    0.000 codegen.py:1082(is_symbol_defined)
        2    0.000    0.000    0.000    0.000 typeinfer.py:420(__init__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:770(__init__)
        3    0.000    0.000    0.000    0.000 llvm_bindings.py:16(_inlining_threshold)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:36(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        2    0.000    0.000    0.000    0.000 __init__.py:640(update)
        1    0.000    0.000    0.000    0.000 inspect.py:182(ismodule)
        4    0.000    0.000    0.000    0.000 types.py:291(__new__)
        3    0.000    0.000    0.000    0.000 types.py:481(packed)
        1    0.000    0.000    0.000    0.000 types.py:493(__len__)
        1    0.000    0.000    0.000    0.000 utils.py:365(__len__)
        2    0.000    0.000    0.000    0.000 ir.py:256(__init__)
        1    0.000    0.000    0.000    0.000 context.py:642(keyfunc)
        3    0.000    0.000    0.000    0.000 debuginfo.py:66(mark_variable)
        1    0.000    0.000    0.000    0.000 dispatcher.py:223(__enter__)
        1    0.000    0.000    0.000    0.000 compiler.py:342(__init__)
        2    0.000    0.000    0.000    0.000 byteflow.py:1333(peek)
        1    0.000    0.000    0.000    0.000 base.py:36(__init__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:234(__init__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:908(set_context)
        1    0.000    0.000    0.000    0.000 caching.py:85(save_overload)
        1    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
        2    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 functools.py:421(_unwrap_partial)
        1    0.000    0.000    0.000    0.000 module.py:110(get_named_metadata)
        3    0.000    0.000    0.000    0.000 ir.py:984(infer_constant)
        1    0.000    0.000    0.000    0.000 typeof.py:164(_typeof_none)
        1    0.000    0.000    0.000    0.000 cpu_options.py:53(__bool__)
        1    0.000    0.000    0.000    0.000 cgutils.py:202(_getpointer)
        3    0.000    0.000    0.000    0.000 models.py:447(get_value_type)
        1    0.000    0.000    0.000    0.000 funcdesc.py:126(llvm_cfunc_wrapper_name)
        2    0.000    0.000    0.000    0.000 analysis.py:487(<listcomp>)
        2    0.000    0.000    0.000    0.000 controlflow.py:284(dead_nodes)
        1    0.000    0.000    0.000    0.000 byteflow.py:1474(__init__)
        2    0.000    0.000    0.000    0.000 event.py:262(__init__)
        1    0.000    0.000    0.000    0.000 codegen.py:620(enable_object_caching)
        1    0.000    0.000    0.000    0.000 parfor.py:729(has_setup)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1234(<dictcomp>)
        1    0.000    0.000    0.000    0.000 nrt.py:53(_init_guard)
        2    0.000    0.000    0.000    0.000 compiler_machinery.py:103(get_analysis)
        1    0.000    0.000    0.000    0.000 ssa.py:37(__init__)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:129(<lambda>)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:343(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'center' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {method 'from_address' of '_ctypes.PyCArrayType' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:199(ismethod)
        1    0.000    0.000    0.000    0.000 values.py:489(<listcomp>)
        1    0.000    0.000    0.000    0.000 functions.py:505(key)
        3    0.000    0.000    0.000    0.000 templates.py:58(pysig)
        1    0.000    0.000    0.000    0.000 debuginfo.py:63(__init__)
        2    0.000    0.000    0.000    0.000 models.py:245(from_data)
        2    0.000    0.000    0.000    0.000 models.py:502(inner_models)
        1    0.000    0.000    0.000    0.000 lowering.py:74(init)
        1    0.000    0.000    0.000    0.000 dispatcher.py:220(__init__)
        1    0.000    0.000    0.000    0.000 callconv.py:511(<listcomp>)
        1    0.000    0.000    0.000    0.000 codegen.py:546(codegen)
        2    0.000    0.000    0.000    0.000 typeinfer.py:1752(propagate_finished)
        1    0.000    0.000    0.000    0.000 ssa.py:297(__init__)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:791(_debug_dump)
        1    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'co_lines' of 'code' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.get_pointer}
        1    0.000    0.000    0.000    0.000 inspect.py:2699(kind)
        2    0.000    0.000    0.000    0.000 ir.py:963(infer_constant)
        1    0.000    0.000    0.000    0.000 debuginfo.py:79(finalize)
        1    0.000    0.000    0.000    0.000 models.py:236(as_data)
        2    0.000    0.000    0.000    0.000 models.py:251(from_return)
        1    0.000    0.000    0.000    0.000 transforms.py:594(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:621(<listcomp>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:166(_get_implementation)
        1    0.000    0.000    0.000    0.000 dispatcher.py:169(_customize_flags)
        1    0.000    0.000    0.000    0.000 dispatcher.py:263(<genexpr>)
        1    0.000    0.000    0.000    0.000 interpreter.py:1709(op_NOP)
        1    0.000    0.000    0.000    0.000 callconv.py:358(_make_call_helper)
        2    0.000    0.000    0.000    0.000 event.py:286(duration)
        1    0.000    0.000    0.000    0.000 codegen.py:542(recorded_timings)
        1    0.000    0.000    0.000    0.000 codegen.py:1045(<listcomp>)
        1    0.000    0.000    0.000    0.000 typeinfer.py:136(__init__)
        1    0.000    0.000    0.000    0.000 typeinfer.py:794(get_call_signature)
        2    0.000    0.000    0.000    0.000 typeinfer.py:1749(propagate_started)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:256(finalized)
