   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.000    0.000 instructions.py:310(descr)
       25    0.000    0.000    0.000    0.000 compiler_machinery.py:201(add_pass)
       26    0.000    0.000    0.000    0.000 values.py:1104(__str__)
        1    0.000    0.000    0.000    0.000 module.py:207(clone)
      154    0.000    0.000    0.000    0.000 ir.py:702(__init__)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:69(_wrapreduction)
       54    0.000    0.000    0.000    0.000 context.py:455(_lookup_global)
      250    0.000    0.000    0.000    0.000 controlflow.py:94(add_node)
        8    0.000    0.000    0.000    0.000 base.py:746(get_c_value)
      593    0.000    0.000    0.000    0.000 analysis.py:40(<genexpr>)
        1    0.000    0.000    0.000    0.000 controlflow.py:229(_idom)
      149    0.000    0.000    0.000    0.000 builder.py:241(position_at_end)
       24    0.000    0.000    0.000    0.000 utils.py:31(erase_traceback)
        1    0.000    0.000    0.000    0.000 controlflow.py:442(_find_immediate_dominators)
        1    0.000    0.000    0.000    0.000 cpu.py:115(get_env_body)
        4    0.000    0.000    0.000    0.000 base.py:1058(<listcomp>)
        1    0.000    0.000    0.000    0.000 byteflow.py:73(__init__)
      142    0.000    0.000    0.000    0.000 byteflow.py:1232(__hash__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:284(run_pass)
      723    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 instructions.py:292(__init__)
        7    0.000    0.000    0.000    0.000 packer.py:167(__init__)
        2    0.000    0.000    0.000    0.000 ir_utils.py:536(remove_dels)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(amax)
       34    0.000    0.000    0.000    0.000 module.py:21(_fix_metadata_operands)
      190    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 itanium_mangler.py:154(mangle_templated_ident)
        4    0.000    0.000    0.000    0.000 base.py:1062(<listcomp>)
       36    0.000    0.000    0.000    0.000 ir_utils.py:1531(get_definition)
       95    0.000    0.000    0.000    0.000 errors.py:228(__enter__)
        6    0.000    0.000    0.000    0.000 module.py:248(_dispose)
        1    0.000    0.000    0.000    0.000 module.py:56(__str__)
        2    0.000    0.000    0.000    0.000 models.py:467(from_argument)
        1    0.000    0.000    0.000    0.000 bytecode.py:253(dump)
        1    0.000    0.000    0.000    0.000 pythonapi.py:1318(return_none)
        1    0.000    0.000    0.000    0.000 analysis.py:580(rewrite_semantic_constants)
        7    0.000    0.000    0.000    0.000 packer.py:170(_build_unflatten_code)
       13    0.000    0.000    0.000    0.000 byteflow.py:1192(__init__)
      333    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        9    0.000    0.000    0.000    0.000 containers.py:170(_make_homogeneous_tuple)
      190    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 callconv.py:462(_return_errcode_raw)
        7    0.000    0.000    0.000    0.000 containers.py:256(__unliteral__)
       36    0.000    0.000    0.000    0.000 context.py:655(unify_pairs)
       39    0.000    0.000    0.000    0.000 lowering.py:1389(getvar)
       72    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
      203    0.000    0.000    0.000    0.000 lowering.py:302(typeof)
     28/7    0.000    0.000    0.000    0.000 packer.py:175(rec)
        2    0.000    0.000    0.000    0.000 imputils.py:271(set_valid)
        8    0.000    0.000    0.000    0.000 cgutils.py:44(make_bytearray)
        2    0.000    0.000    0.000    0.000 pythonapi.py:282(err_clear)
       86    0.000    0.000    0.000    0.000 value.py:81(__init__)
       43    0.000    0.000    0.000    0.000 ssa.py:342(_fix_var)
       60    0.000    0.000    0.000    0.000 dataclasses.py:1210(is_dataclass)
       25    0.000    0.000    0.000    0.000 compiler_machinery.py:188(_validate_pass)
        4    0.000    0.000    0.000    0.000 builder.py:320(if_else)
        4    0.000    0.000    0.000    0.000 module.py:124(name)
        2    0.000    0.000    0.000    0.000 funcdesc.py:87(lookup_module)
        7    0.000    0.000    0.000    0.000 models.py:650(set)
       95    0.000    0.000    0.000    0.000 errors.py:232(__exit__)
       47    0.000    0.000    0.000    0.000 instructions.py:497(descr)
      376    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      108    0.000    0.000    0.000    0.000 utils.py:373(__setitem__)
        1    0.000    0.000    0.000    0.000 removerefctpass.py:51(valid_input)
       44    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
       16    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        7    0.000    0.000    0.000    0.000 interpreter.py:2032(op_LOAD_CONST)
      433    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
       95    0.000    0.000    0.000    0.000 errors.py:237(__init__)
      285    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFD0BBBC920}
        2    0.000    0.000    0.000    0.000 pythonapi.py:228(incref)
       20    0.000    0.000    0.000    0.000 cgutils.py:56(create_struct_proxy)
       10    0.000    0.000    0.000    0.000 interpreter.py:1577(_insert_outgoing_phis)
       10    0.000    0.000    0.000    0.000 ir_print.py:11(match)
      161    0.000    0.000    0.000    0.000 byteflow.py:1300(get_inst)
       49    0.000    0.000    0.000    0.000 bytecode.py:260(<genexpr>)
      467    0.000    0.000    0.000    0.000 types.py:246(wrap_constant_value)
       49    0.000    0.000    0.000    0.000 bytecode.py:181(_fetch_opcode)
      467    0.000    0.000    0.000    0.000 ir.py:1264(terminator)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2677(amax)
        1    0.000    0.000    0.000    0.000 pythonapi.py:1264(nrt_adapt_ndarray_from_python)
        2    0.000    0.000    0.000    0.000 imputils.py:280(yield_)
      296    0.000    0.000    0.000    0.000 arrayprint.py:965(<genexpr>)
       24    0.000    0.000    0.000    0.000 containers.py:233(__init__)
       10    0.000    0.000    0.000    0.000 instructions.py:202(__init__)
        7    0.000    0.000    0.000    0.000 values.py:672(descr)
       21    0.000    0.000    0.000    0.000 typeof.py:67(_typeof_buffer)
       75    0.000    0.000    0.000    0.000 compiler_machinery.py:432(get)
       76    0.000    0.000    0.000    0.000 ir.py:236(fixup)
       32    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 byteflow.py:152(_build_cfg)
        4    0.000    0.000    0.000    0.000 module.py:76(_dispose)
       61    0.000    0.000    0.000    0.000 context.py:52(__getitem__)
        1    0.000    0.000    0.000    0.000 controlflow.py:510(_find_dominators_internal)
      401    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
      609    0.000    0.000    0.000    0.000 {function _TargetRegistry.__getitem__ at 0x000001BAF6EAE8C0}
        3    0.000    0.000    0.000    0.000 passmanagers.py:181(add_refprune_pass)
       34    0.000    0.000    0.000    0.000 models.py:496(traverse)
      148    0.000    0.000    0.000    0.000 types.py:137(gep)
      190    0.000    0.000    0.000    0.000 {built-in method msvcrt.get_osfhandle}
       13    0.000    0.000    0.000    0.000 values.py:31(_escape_string)
       76    0.000    0.000    0.000    0.000 enum.py:359(__call__)
      296    0.000    0.000    0.000    0.000 arrayprint.py:977(<genexpr>)
       10    0.000    0.000    0.000    0.000 interpreter.py:1408(_start_new_block)
      220    0.000    0.000    0.000    0.000 debuginfo.py:16(suspend_emission)
       12    0.000    0.000    0.000    0.000 numpy_support.py:327(numpy_outputs)
       55    0.000    0.000    0.000    0.000 module.py:138(add_global)
       26    0.000    0.000    0.000    0.000 contextlib.py:462(push)
        4    0.000    0.000    0.000    0.000 typeinfer.py:425(__call__)
        2    0.000    0.000    0.000    0.000 static_getitem.py:28(apply)
      296    0.000    0.000    0.000    0.000 arrayprint.py:968(<genexpr>)
        1    0.000    0.000    0.000    0.000 packer.py:115(assign_names)
        1    0.000    0.000    0.000    0.000 typed_passes.py:186(run_pass)
        4    0.000    0.000    0.000    0.000 builtins.py:106(generic)
      157    0.000    0.000    0.000    0.000 ir.py:1261(<genexpr>)
      132    0.000    0.000    0.000    0.000 ffi.py:295(detach)
        8    0.000    0.000    0.000    0.000 types.py:469(format_constant)
       10    0.000    0.000    0.000    0.000 static_getitem.py:57(match)
       71    0.000    0.000    0.000    0.000 abstract.py:123(__ne__)
        3    0.000    0.000    0.000    0.000 passmanagers.py:91(create_function_pass_manager)
        3    0.000    0.000    0.000    0.000 module.py:89(get_global_variable)
       14    0.000    0.000    0.000    0.000 instructions.py:398(descr)
      441    0.000    0.000    0.000    0.000 postproc.py:190(<genexpr>)
        1    0.000    0.000    0.000    0.000 options.py:45(_apply)
      348    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 codegen.py:569(create_ir_module)
        3    0.000    0.000    0.000    0.000 passmanagers.py:107(_dispose)
       34    0.000    0.000    0.000    0.000 _utils.py:76(<listcomp>)
        4    0.000    0.000    0.000    0.000 typeinfer.py:443(__call__)
       12    0.000    0.000    0.000    0.000 numpy_support.py:329(<listcomp>)
        2    0.000    0.000    0.000    0.000 tupleobj.py:346(static_getitem_tuple)
        3    0.000    0.000    0.000    0.000 passmanagers.py:263(__init__)
        1    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        3    0.000    0.000    0.000    0.000 targets.py:268(add_analysis_passes)
        7    0.000    0.000    0.000    0.000 ntpath.py:103(join)
        2    0.000    0.000    0.000    0.000 callconv.py:414(_get_try_state)
       49    0.000    0.000    0.000    0.000 typeinfer.py:916(__setitem__)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__enter__)
       29    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 context.py:228(<listcomp>)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:425(run_pass)
      121    0.000    0.000    0.000    0.000 types.py:518(gep)
       24    0.000    0.000    0.000    0.000 traceback.py:232(clear_frames)
       11    0.000    0.000    0.000    0.000 utils.py:579(unified_function_type)
       63    0.000    0.000    0.000    0.000 ir.py:854(__init__)
      190    0.000    0.000    0.000    0.000 types.py:359(__getitem__)
       38    0.000    0.000    0.000    0.000 values.py:1081(add_attribute)
        3    0.000    0.000    0.000    0.000 inline_closurecall.py:1367(inline_array)
      109    0.000    0.000    0.000    0.000 builder.py:204(function)
        2    0.000    0.000    0.000    0.000 textwrap.py:422(dedent)
       83    0.000    0.000    0.000    0.000 ir.py:1243(append)
        1    0.000    0.000    0.000    0.000 controlflow.py:303(topo_sort)
        1    0.000    0.000    0.000    0.000 {built-in method nt.stat}
        1    0.000    0.000    0.000    0.000 controlflow.py:418(_find_postorder)
        4    0.000    0.000    0.000    0.000 interpreter.py:2060(op_LOAD_DEREF)
        1    0.000    0.000    0.000    0.000 cgutils.py:261(__init__)
       16    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 codegen.py:1401(set_env)
       41    0.000    0.000    0.000    0.000 byteflow.py:1397(has_active_try)
      190    0.000    0.000    0.000    0.000 ansitowin32.py:22(__init__)
        1    0.000    0.000    0.000    0.000 analysis.py:651(find_literally_calls)
       51    0.000    0.000    0.000    0.000 builder.py:211(module)
        1    0.000    0.000    0.000    0.000 bytecode.py:311(from_function)
        6    0.000    0.000    0.000    0.000 byteflow.py:792(op_BINARY_SUBSCR)
       12    0.000    0.000    0.000    0.000 numpy_support.py:276(supported_ufunc_loop)
        3    0.000    0.000    0.000    0.000 module.py:176(global_variables)
      518    0.000    0.000    0.000    0.000 ir.py:271(__contains__)
        3    0.000    0.000    0.000    0.000 transforms.py:6(create_pass_manager_builder)
        7    0.000    0.000    0.000    0.000 models.py:544(get_argument_type)
       56    0.000    0.000    0.000    0.000 ir.py:1036(__init__)
       24    0.000    0.000    0.000    0.000 context.py:408(_get_global_type)
       17    0.000    0.000    0.000    0.000 templates.py:98(__repr__)
        8    0.000    0.000    0.000    0.000 context.py:135(__init__)
       49    0.000    0.000    0.000    0.000 bytecode.py:158(_patched_opargs)
       26    0.000    0.000    0.000    0.000 ir.py:372(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:576(define_nopython_lowering_pipeline)
      199    0.000    0.000    0.000    0.000 models.py:532(get_value_type)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(amin)
        8    0.000    0.000    0.000    0.000 types.py:470(<listcomp>)
      100    0.000    0.000    0.000    0.000 compiler_machinery.py:429(is_registered)
        3    0.000    0.000    0.000    0.000 cgutils.py:455(is_not_null)
        2    0.000    0.000    0.000    0.000 byteflow.py:1026(op_FOR_ITER)
       75    0.000    0.000    0.000    0.000 compiler_machinery.py:28(__exit__)
       10    0.000    0.000    0.000    0.000 values.py:592(__init__)
       12    0.000    0.000    0.000    0.000 ir.py:1140(redefine)
     14/1    0.000    0.000    0.000    0.000 packer.py:123(_assign_names)
        3    0.000    0.000    0.000    0.000 targets.py:150(get_pointee_abi_size)
        3    0.000    0.000    0.000    0.000 numbers.py:1263(integer_to_float)
        2    0.000    0.000    0.000    0.000 containers.py:313(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1577(run_pass)
        3    0.000    0.000    0.000    0.000 transforms.py:13(__init__)
        3    0.000    0.000    0.000    0.000 value.py:198(type)
       60    0.000    0.000    0.000    0.000 templates.py:38(__init__)
      121    0.000    0.000    0.000    0.000 ffi.py:278(__init__)
        1    0.000    0.000    0.000    0.000 controlflow.py:209(_topo_order)
        2    0.000    0.000    0.000    0.000 executionengine.py:57(get_function_address)
        1    0.000    0.000    0.000    0.000 environment.py:17(from_fndesc)
       19    0.000    0.000    0.000    0.000 inspect.py:612(unwrap)
        2    0.000    0.000    0.000    0.000 analysis.py:304(find_branches)
       26    0.000    0.000    0.000    0.000 typeinfer.py:515(<listcomp>)
        1    0.000    0.000    0.000    0.000 controlflow.py:632(_find_topo_order)
        1    0.000    0.000    0.000    0.000 pythonapi.py:1141(string_from_string)
       59    0.000    0.000    0.000    0.000 ir.py:190(with_lineno)
      316    0.000    0.000    0.000    0.000 templates.py:50(args)
        1    0.000    0.000    0.000    0.000 serialize.py:51(dumps)
        1    0.000    0.000    0.000    0.000 ir.py:1453(copy)
       19    0.000    0.000    0.000    0.000 inspect.py:66(get_annotations)
       51    0.000    0.000    0.000    0.000 ir.py:1110(get)
        1    0.000    0.000    0.000    0.000 dispatcher.py:724(typeof_pyval)
      174    0.000    0.000    0.000    0.000 types.py:352(__init__)
      314    0.000    0.000    0.000    0.000 ir.py:1048(__str__)
        2    0.000    0.000    0.000    0.000 passmanagers.py:45(dump_refprune_stats)
        8    0.000    0.000    0.000    0.000 byteflow.py:348(op_LOAD_FAST)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1621(run_pass)
       56    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
  136/128    0.000    0.000    0.000    0.000 byteflow.py:1499(_flatten_inst_regs)
       10    0.000    0.000    0.000    0.000 instructions.py:213(descr)
        3    0.000    0.000    0.000    0.000 transforms.py:25(opt_level)
        7    0.000    0.000    0.000    0.000 models.py:545(<listcomp>)
        1    0.000    0.000    0.000    0.000 postproc.py:234(remove_dels)
        1    0.000    0.000    0.000    0.000 interpreter.py:751(peep_hole_list_to_tuple)
        1    0.000    0.000    0.000    0.000 pythonapi.py:330(err_write_unraisable)
       10    0.000    0.000    0.000    0.000 static_binop.py:14(match)
        3    0.000    0.000    0.000    0.000 transforms.py:101(_dispose)
      433    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
      288    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
       51    0.000    0.000    0.000    0.000 cpu_options.py:58(encode)
        1    0.000    0.000    0.000    0.000 compiler.py:593(define_typed_pipeline)
        9    0.000    0.000    0.000    0.000 containers.py:128(is_homogeneous)
        1    0.000    0.000    0.000    0.000 pythonapi.py:869(gil_release)
        1    0.000    0.000    0.000    0.000 ssa.py:350(_find_def)
        8    0.000    0.000    0.000    0.000 arrayprint.py:64(_make_options_dict)
      190    0.000    0.000    0.000    0.000 ansitowin32.py:121(should_wrap)
        9    0.000    0.000    0.000    0.000 targetconfig.py:57(top_or_none)
       10    0.000    0.000    0.000    0.000 byteflow.py:1489(adapt_state_infos)
        3    0.000    0.000    0.000    0.000 transforms.py:71(loop_vectorize)
      199    0.000    0.000    0.000    0.000 abstract.py:114(__repr__)
      122    0.000    0.000    0.000    0.000 lowering.py:305(debug_print)
        1    0.000    0.000    0.000    0.000 pythonapi.py:233(decref)
        2    0.000    0.000    0.000    0.000 base.py:301(declare_env_global)
        1    0.000    0.000    0.000    0.000 cpu.py:283(finalize)
        2    0.000    0.000    0.000    0.000 typeinfer.py:217(__call__)
        3    0.000    0.000    0.000    0.000 module.py:237(_dispose)
        3    0.000    0.000    0.000    0.000 transforms.py:48(inlining_threshold)
      203    0.000    0.000    0.000    0.000 containers.py:243(key)
        3    0.000    0.000    0.000    0.000 transforms.py:83(slp_vectorize)
        2    0.000    0.000    0.000    0.000 interpreter.py:2156(op_CALL_FUNCTION)
        3    0.000    0.000    0.000    0.000 packer.py:132(argument_types)
       75    0.000    0.000    0.000    0.000 compiler_machinery.py:24(__enter__)
      137    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       28    0.000    0.000    0.000    0.000 pprint.py:107(__init__)
        3    0.000    0.000    0.000    0.000 interpreter.py:1999(op_STORE_FAST)
       30    0.000    0.000    0.000    0.000 re.py:288(_compile)
        8    0.000    0.000    0.000    0.000 misc.py:90(__init__)
       12    0.000    0.000    0.000    0.000 numpy_support.py:332(_ufunc_loop_sig)
      337    0.000    0.000    0.000    0.000 models.py:132(has_nrt_meminfo)
      169    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 pythonapi.py:1401(from_native_return)
       71    0.000    0.000    0.000    0.000 common.py:9(_decode_string)
        1    0.000    0.000    0.000    0.000 targetconfig.py:272(_make_compression_dictionary)
        1    0.000    0.000    0.000    0.000 ir_utils.py:2196(enforce_no_phis)
        8    0.000    0.000    0.000    0.000 fromnumeric.py:2802(amin)
       86    0.000    0.000    0.000    0.000 inspect.py:2969(<genexpr>)
        2    0.000    0.000    0.000    0.000 funcdesc.py:117(llvm_cpython_wrapper_name)
       40    0.000    0.000    0.000    0.000 values.py:866(add)
       41    0.000    0.000    0.000    0.000 byteflow.py:241(_is_implicit_new_block)
       41    0.000    0.000    0.000    0.000 byteflow.py:1389(get_top_block)
        8    0.000    0.000    0.000    0.000 typeinfer.py:1109(lock_type)
      268    0.000    0.000    0.000    0.000 models.py:89(traverse)
        4    0.000    0.000    0.000    0.000 event.py:337(install_timer)
       99    0.000    0.000    0.000    0.000 analysis.py:182(<genexpr>)
       10    0.000    0.000    0.000    0.000 interpreter.py:791(find_postive_region)
       13    0.000    0.000    0.000    0.000 copy.py:259(_reconstruct)
       26    0.000    0.000    0.000    0.000 values.py:887(__init__)
       28    0.000    0.000    0.000    0.000 itanium_mangler.py:94(_len_encoded)
        2    0.000    0.000    0.000    0.000 interpreter.py:2026(op_LOAD_ATTR)
       95    0.000    0.000    0.000    0.000 initialise.py:104(reinit)
        2    0.000    0.000    0.000    0.000 base.py:344(subtarget)
        1    0.000    0.000    0.000    0.000 pythonapi.py:1408(from_native_value)
      288    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      236    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        3    0.000    0.000    0.000    0.000 contextlib.py:482(enter_context)
       99    0.000    0.000    0.000    0.000 types.py:205(__new__)
        7    0.000    0.000    0.000    0.000 byteflow.py:337(op_LOAD_CONST)
        2    0.000    0.000    0.000    0.000 interpreter.py:2471(_binop)
        1    0.000    0.000    0.000    0.000 targetconfig.py:242(summary)
        2    0.000    0.000    0.000    0.000 itanium_mangler.py:179(prepend_namespace)
      111    0.000    0.000    0.000    0.000 enum.py:439(__getitem__)
        1    0.000    0.000    0.000    0.000 compiler.py:378(_make_subtarget)
       12    0.000    0.000    0.000    0.000 byteflow.py:1412(fork)
       34    0.000    0.000    0.000    0.000 types.py:454(__eq__)
        1    0.000    0.000    0.000    0.000 byteflow.py:218(apply_changes)
       43    0.000    0.000    0.000    0.000 numpy_support.py:86(from_dtype)
       24    0.000    0.000    0.000    0.000 module.py:145(get_unique_name)
       24    0.000    0.000    0.000    0.000 numpy_support.py:394(<listcomp>)
        1    0.000    0.000    0.000    0.000 funcdesc.py:79(lookup_globals)
        1    0.000    0.000    0.000    0.000 byteflow.py:172(get_used_phis_per_state)
        1    0.000    0.000    0.000    0.000 ssa.py:378(_find_def_from_top)
       33    0.000    0.000    0.000    0.000 _utils.py:9(__init__)
        8    0.000    0.000    0.000    0.000 cgutils.py:446(get_null_value)
       61    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:434(__exit__)
       27    0.000    0.000    0.000    0.000 functions.py:65(__init__)
        2    0.000    0.000    0.000    0.000 numbers.py:1255(float_to_float)
       13    0.000    0.000    0.000    0.000 values.py:47(<listcomp>)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:569(run_pass)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1315(get_function_types)
       72    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        1    0.000    0.000    0.000    0.000 byteflow.py:183(find_use_defs)
      219    0.000    0.000    0.000    0.000 bytecode.py:247(__getitem__)
       74    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       16    0.000    0.000    0.000    0.000 values.py:519(__init__)
       25    0.000    0.000    0.000    0.000 controlflow.py:87(__init__)
       41    0.000    0.000    0.000    0.000 byteflow.py:1303(advance_pc)
        2    0.000    0.000    0.000    0.000 arrayobj.py:126(load_item)
      216    0.000    0.000    0.000    0.000 ir.py:826(get_targets)
        3    0.000    0.000    0.000    0.000 typeinfer.py:1378(get_state_token)
        1    0.000    0.000    0.000    0.000 interpreter.py:2667(op_POP_JUMP_IF_FALSE)
       95    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       10    0.000    0.000    0.000    0.000 ir_utils.py:2201(<listcomp>)
       21    0.000    0.000    0.000    0.000 ffi.py:211(__init__)
        1    0.000    0.000    0.000    0.000 targetconfig.py:257(_summary_args)
        3    0.000    0.000    0.000    0.000 __init__.py:48(create_string_buffer)
       95    0.000    0.000    0.000    0.000 initialise.py:65(deinit)
      111    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.check_compatible}
        2    0.000    0.000    0.000    0.000 containers.py:300(__new__)
        1    0.000    0.000    0.000    0.000 dis.py:434(findlabels)
        7    0.000    0.000    0.000    0.000 values.py:665(__init__)
       36    0.000    0.000    0.000    0.000 packer.py:137(<genexpr>)
       42    0.000    0.000    0.000    0.000 ir.py:1198(__init__)
       14    0.000    0.000    0.000    0.000 typeof.py:131(_typeof_int)
        1    0.000    0.000    0.000    0.000 interpreter.py:2640(_op_JUMP_IF)
       48    0.000    0.000    0.000    0.000 bytecode.py:130(_unpack_opargs)
       84    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
      286    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        2    0.000    0.000    0.000    0.000 base.py:494(unpack_value)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:566(dump)
        1    0.000    0.000    0.000    0.000 cgutils.py:919(pointer_add)
       24    0.000    0.000    0.000    0.000 builtins.py:544(generic)
       10    0.000    0.000    0.000    0.000 typed_passes.py:838(<listcomp>)
        2    0.000    0.000    0.000    0.000 abstract.py:249(unify)
        3    0.000    0.000    0.000    0.000 codegen.py:32(_parse_refprune_flags)
       32    0.000    0.000    0.000    0.000 types.py:451(_to_string)
       10    0.000    0.000    0.000    0.000 static_getitem.py:103(match)
       44    0.000    0.000    0.000    0.000 templates.py:128(as_function)
        2    0.000    0.000    0.000    0.000 interpreter.py:2314(op_GET_ITER)
        2    0.000    0.000    0.000    0.000 base.py:521(get_constant_undef)
        1    0.000    0.000    0.000    0.000 lowering.py:156(emit_environment_object)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
       52    0.000    0.000    0.000    0.000 ir.py:708(__str__)
       47    0.000    0.000    0.000    0.000 ssa.py:262(on_assign)
        2    0.000    0.000    0.000    0.000 typed_passes.py:855(<listcomp>)
      130    0.000    0.000    0.000    0.000 controlflow.py:602(<listcomp>)
       47    0.000    0.000    0.000    0.000 ssa.py:248(on_assign)
        1    0.000    0.000    0.000    0.000 executionengine.py:77(add_module)
       59    0.000    0.000    0.000    0.000 interpreter.py:73(get_assignment_source)
        2    0.000    0.000    0.000    0.000 interpreter.py:2054(op_LOAD_GLOBAL)
        1    0.000    0.000    0.000    0.000 callconv.py:361(return_value)
       15    0.000    0.000    0.000    0.000 targetconfig.py:69(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:475(run_pass)
       21    0.000    0.000    0.000    0.000 ffi.py:229(__del__)
        1    0.000    0.000    0.000    0.000 lowering.py:1301(<listcomp>)
       35    0.000    0.000    0.000    0.000 utils.py:339(<listcomp>)
       63    0.000    0.000    0.000    0.000 ir.py:1051(is_temp)
        8    0.000    0.000    0.000    0.000 context.py:48(__init__)
        3    0.000    0.000    0.000    0.000 lowering.py:798(fold_call_args)
        6    0.000    0.000    0.000    0.000 base.py:975(get_helper_class)
        1    0.000    0.000    0.000    0.000 {function CloudPickler.dump at 0x000001BAF6800700}
       68    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       10    0.000    0.000    0.000    0.000 functions.py:274(get_impl_key)
      234    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       34    0.000    0.000    0.000    0.000 models.py:499(<listcomp>)
       24    0.000    0.000    0.000    0.000 collections.py:43(generic)
        8    0.000    0.000    0.000    0.000 cgutils.py:1147(normalize_ir_text)
       10    0.000    0.000    0.000    0.000 controlflow.py:277(in_loops)
        2    0.000    0.000    0.000    0.000 byteflow.py:810(op_CALL_FUNCTION)
       27    0.000    0.000    0.000    0.000 containers.py:133(<genexpr>)
       64    0.000    0.000    0.000    0.000 typeinfer.py:520(<genexpr>)
       64    0.000    0.000    0.000    0.000 typeinfer.py:523(<genexpr>)
       51    0.000    0.000    0.000    0.000 ir.py:1118(get_exact)
       29    0.000    0.000    0.000    0.000 analysis.py:200(fix_point_progress)
        1    0.000    0.000    0.000    0.000 dispatcher.py:244(__init__)
       36    0.000    0.000    0.000    0.000 npydecl.py:220(<genexpr>)
       80    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       10    0.000    0.000    0.000    0.000 static_raise.py:39(match)
        1    0.000    0.000    0.000    0.000 boxing.py:124(box_none)
       51    0.000    0.000    0.000    0.000 cpu_options.py:180(encode)
        5    0.000    0.000    0.000    0.000 base.py:466(get_argument_type)
       16    0.000    0.000    0.000    0.000 _ufunc_config.py:131(geterr)
       49    0.000    0.000    0.000    0.000 typeinfer.py:44(__init__)
      112    0.000    0.000    0.000    0.000 inline_closurecall.py:1495(<listcomp>)
      162    0.000    0.000    0.000    0.000 models.py:233(get_value_type)
       10    0.000    0.000    0.000    0.000 typeinfer.py:1740(typeof_intrinsic_call)
       36    0.000    0.000    0.000    0.000 ir.py:1239(prepend)
        4    0.000    0.000    0.000    0.000 byteflow.py:332(op_LOAD_DEREF)
        1    0.000    0.000    0.000    0.000 dispatcher.py:88(__init__)
